758,MARGARIDA,2274,54.6
759,IVET,2261,8.2
760,ERNESTINA,2258,67.5
761,LOUBNA,2246,24.7
762,YAMINA,2243,43.5
763,ILEANA,2242,43.2
764,MARISA,2241,40.7
765,SELENE,2241,15.3
766,RESURRECCION,2229,63.8
767,JULIETA,2223,22.5
768,CARMEN PILAR,2220,44.8
769,SANTIAGA,2218,67.4
770,ROSALINA,2216,60.7
771,ANGELS,2214,44.8
772,LIBERTAD,2204,31.2
773,LIDIA MARIA,2204,30.5
774,JARA,2202,13.9
775,ISAURA,2193,61.5
776,SVITLANA,2193,41.6
777,MARIELA,2187,30.0
778,MONIKA,2182,39.2
779,TETYANA,2181,40.3
780,MARIA NEUS,2175,46.5
781,PETRONILA,2175,66.6
782,ROSAURA,2170,58.3
783,IRMA,2168,42.3
784,GUMERSINDA,2167,70.3
785,LUZDIVINA,2167,66.1
786,IMMACULADA,2164,43.1
787,HILARIA,2162,70.3
788,CINTA,2156,53.0
789,ALBINA,2154,66.2
790,EUFEMIA,2153,70.4
791,ITXASO,2153,24.4
792,VALERIANA,2151,71.0
793,DEBORAH,2150,29.3
794,KATIA,2150,25.3
795,PLACIDA,2148,66.8
796,MALENA,2147,9.5
797,MARIA CANDELAS,2143,63.1
798,DIGNA,2142,65.8
799,MARIA JOAQUINA,2139,57.9
800,NURIA MARIA,2139,34.3
801,CORNELIA,2126,46.3
802,GENEROSA,2120,71.8
803,AZIZA,2115,32.5
804,MARIA RAMONA,2110,58.3
805,CASIMIRA,2106,70.9
806,LOREA,2102,22.6
807,BLANCA NIEVES,2099,56.5
808,CONSTANTINA,2098,66.5
809,MARIA VERONICA,2092,35.2
810,LUCIA MARIA,2084,28.9
811,ZORAIDA,2080,31.8
812,ISABELLA,2074,10.6
813,MARLENE,2070,38.7
814,RAIMUNDA,2070,71.7
815,BIANCA,2067,17.1
816,FLORICA,2066,44.6
817,MARIA CAROLINA,2066,38.1
818,MARIA ENGRACIA,2057,56.7
819,MARIA SONSOLES,2056,50.4
820,CRESCENCIA,2054,72.5
821,MADDI,2045,9.5
822,NORMA,2045,42.1
823,FE,2042,68.8
824,NAIRA,2041,15.1
825,EULOGIA,2040,69.6
826,MARIA NOELIA,2035,34.7
827,MARIAN,2028,25.8
828,MARIA AFRICA,2027,51.0
829,ANA BEATRIZ,2019,35.4
830,JANET,2016,37.0
831,ROGELIA,2016,69.1
832,ILHAM,2012,23.0
833,JAIONE,2006,33.4
834,CATALINA MARIA,2005,39.6
835,CONSTANZA,2004,52.0
836,PAULA ANDREA,2004,27.2
837,GLADYS,1999,44.7
838,MARGALIDA,1997,35.8
839,MIRELLA,1990,21.8
840,CELIA MARIA,1987,34.4
841,MARIA SORAYA,1986,40.0
842,EDUVIGIS,1985,59.6
843,ENARA,1985,12.5
844,DOMITILA,1983,69.9
845,CAMELIA,1978,38.3
846,CARINA,1974,33.6
847,DIVINA,1969,63.9
848,ANA VANESA,1967,31.8
849,ROMINA,1965,25.4
850,ENEDINA,1964,69.1
851,GALA,1964,16.2
852,ANGELINES,1961,60.2
853,OIHANA,1953,25.9
854,CIPRIANA,1946,70.2
855,ANTONINA,1945,66.4
856,SEVERINA,1945,71.0
857,BRUNA,1938,16.3
858,IRAIA,1938,9.6
